sample_id,filename,md5,title,description,type,href,size,download_link,last_checked
14045,miomore_v7_50_0110_sp.exe,18dbe785e9eb384a2b70f0ac3d8bd3a5,MioMore Desktop,Application that provides updates for the GPS devices.,most_popular,https://miomore-desktop.software.informer.com/,21.9 MB,https://miomore-desktop.software.informer.com/download/?ca1a3462,"June 26, 2024."
14046,e508r_ap5.3.0.9_drv2.1.0.7.zip,cfbe0676d718353e2a0fbb5bb2df3244,AVerTV,It's an application which allows you to watch TV on PC.,most_popular,https://avertv.software.informer.com/,19.7 MB,https://avertv.software.informer.com/download/?cada8aa,"March 3, 2023."
14047,custwiz90_en_us.exe,dd485f7cc155a9fb3bd3c18baab7f23d,Adobe Customization Wizard,It is a utility designed to help IT professionals take greater control.,most_popular,https://adobe-customization-wizard.software.informer.com/,4.5 MB,https://adobe-customization-wizard.software.informer.com/download/?ca6da08,"April 25, 2024."
14048,video-converter-ultimate.exe,f006c49888ddb053c5b83b80f57a0474,Aiseesoft Video Converter,Convert video/audio formats and enhance video quality.,most_popular,https://aiseesoft-video-converter-ultimate.software.informer.com/,2.2 MB,https://www.aiseesoft.com/video-converter-ultimate/,"April 18, 2024."
14049,newbluelighteffectsforwindowssetup14.exe,550e5b27d6136a2f3882f0431bab85e3,NewBlue Light Effects,Delivers stylized lighting tools for an electrifying mood or specialized look.,most_popular,https://newblue-light-effects-for-windows.software.informer.com/,41.8 MB,https://newblue-light-effects-for-windows.software.informer.com/download/?ca1b7a4,"May 17, 2024."
14050,powerprepiiv1_0.exe,b8442b1f3f826ba2a849109636f0ed6e,POWERPREP II,A tool that you can use to download the overviews of each section of the GRE.,most_popular,https://powerprep-ii.software.informer.com/,48.5 MB,https://powerprep-ii.software.informer.com/download/?ca1ae15,"July 11, 2024."
14051,hetman_partition_recovery.exe,d0bd7382336bf5c17fdaae3ba6883e27,Hetman Partition Recovery,"Bring back deleted files from hard disks, memory cards, and USB drives.",most_popular,https://hetman-partition-recovery.software.informer.com/,13.9 MB,https://hetman-partition-recovery.software.informer.com/download/?ca1a50e0,"June 15, 2024."
14052,winwhatsapp.exe,733d20c90a14d45645775e8a0fa39420,Windows App for WhatsApp,This program lets you send and receive WhatsApp messages on your Windows PC.,most_popular,https://windows-app-for-whatsapp.software.informer.com/,22 MB,https://windows-app-for-whatsapp.software.informer.com/download/?ca126bd0,"June 3, 2024."
14053,skinfiner.exe,67378489314ba20d501fb79e5eda967d,SkinFiner,Automatically retouch skin texture and tone in photographs.,most_popular,https://skinfiner.software.informer.com/,66.3 MB,http://www.photo-toolbox.com/product/skinfiner/,"May 1, 2024."
14054,deckadance_install.exe,b2c1278ba7345fc1992674187c58e50d,Deckadance,You can control Deckadance using most (if not all) existing midi controllers.,most_popular,https://deckadance.software.informer.com/,71.3 MB,https://deckadance.software.informer.com/download/?ca7cb26,"October 26, 2023."
14055,ADD11H_trial_en-US.exe,071bcbc7fa28f1c579f6a93fed03991a,Acronis Disk Director Suite,A powerful and easy-to-use tool for managing disks and volumes.,most_popular,https://acronis-disk-director-suite1.software.informer.com/,181 MB,https://acronis-disk-director-suite1.software.informer.com/download/?ca385df,"September 21, 2023."
14056,tl-wn725n_eu_us_es_v2_v3_170726_wins.zip,81cf1b7ec176795e17b2c632de5abf54,TP-Link TL-WN725N,Installs a driver needed for the Wireless N Nano USB Adapter.,most_popular,https://tp-link-tl-wn725n3.software.informer.com/,51.3 MB,https://tp-link-tl-wn725n3.software.informer.com/download/?ca1a4723,"May 27, 2024."
14057,auto-tune_central_1.3.1_x64.exe,74685fd562df8985c41de18d3525c98e,Antares Auto-Tune Evo VST,AutoTune Evo corrects the pitch of a voice or solo instrument without distortion,most_popular,https://antares-auto-tune-evo-vst.software.informer.com/,213 MB,https://www.antarestech.com/software-download/,"May 7, 2024."
14058,synfigstudio-1.5.1-2021.10.21-win32-2cb6c.exe,dabeaca437af7a42fd84f6d609e8e6e2,Synfig Studio,Create high-quality 2d animated films with support of frame animation.,most_popular,https://synfig-studio.informer.com/,102 MB,https://synfig-studio.informer.com/download/?ca368d59,"October 26, 2023."
14059,taskswitchxp_2.0.11.exe,867715f6df93b035a915b0b862470529,TaskSwitchXP,Advanced task switcher for Windows XP or 2003 ONLY.,most_popular,https://taskswitchxp.informer.com/,441 KB,http://www.ntwind.com/software/taskswitchxp.html,"May 24, 2024."
14060,easetup.exe,c4e7458e6b5c96c3dd5fcbe7f86ccd5f,Express Accounts,Manage your business by keeping financial information.,most_popular,https://express-accounts.informer.com/,2.5 MB,http://www.nchsoftware.com/accounting/index.html,"February 20, 2024."
14061,displayfusionsetup-9.9.exe,376d4c7a98c001149f820d2d7dc13720,DisplayFusion,Manage multiple monitors with separate taskbar and background images.,most_popular,https://displayfusion.informer.com/,96.4 MB,https://displayfusion.informer.com/download/?ca31bb75,"October 29, 2023."
14062,winhex.zip,66bb78e4ece16568c60fbaf7139ca9d8,WinHex,"Edit the hexadecimal data of files, hard disks, floppy disks, and other devices.",most_popular,https://winhex.software.informer.com/,4 MB,http://www.x-ways.net/winhex/index-m.html,"June 3, 2024."
14063,splashlite_downloader.exe,678cbda9b0256b3977c768baaf86c298,Splash Lite,Easy-to-use High Definition media player.,most_popular,https://splash-lite.informer.com/,11 MB,https://splash-lite.informer.com/download/?cf1ddaf5,"June 23, 2024."
14064,ashampoo_internet_accelerator_3_3.30_sm.exe,f2b1485f2016935c1334f1958070a5c6,Ashampoo Internet Accelerator,Ashampoo Internet Accelerator optimizes your Internet settings.,most_popular,https://ashampoo-internet-accelerator.software.informer.com/,9 MB,https://ashampoo-internet-accelerator.software.informer.com/download/?caf0eb2,"July 9, 2024."
14065,clamwin-0.99.1-setup.exe,5a2c77b1ba697e532cc235027fa39e5a,ClamWin Antivirus,Windows free open source standalone antivirus program,most_popular,https://clamwin-antivirus.software.informer.com/,115 MB,https://clamwin-antivirus.software.informer.com/download/?ca19da34,"October 4, 2020."
14066,maplestorydownloader.exe,6e0fd719631e00d3c864341a64b57983,MapleStory,"Developed by Nexon, Maple Story is a side-scrolling multiplayer online game.",most_popular,https://maplestory.informer.com/,2.4 MB,https://maplestory.informer.com/download/?ca19da19,"September 29, 2023."
14067,ponyprog_v207c.zip,c99b4720ce4988a61b389b3fdf24a755,PonyProg2000,Ponyprog is very powerful microchip and microcontroller programmer.,most_popular,https://ponyprog2000.informer.com/,545 KB,https://ponyprog2000.informer.com/download/?ca1a1996,"June 7, 2024."
14068,ei7_setup.zip,d555f8ed20edc3d2f34ba4335b64f394,Epi Info,Collect and analyze data for the rapid assessment of disease outbreaks.,most_popular,https://epi-info.software.informer.com/,36.7 MB,https://epi-info.software.informer.com/download/?ca34d159,"April 27, 2024."
14069,powerdesigner161_dmr.exe,abe8680da852fe305c661ab292354000,Sybase PowerDesigner,"It is a process, data modeling and metadata management solution",most_popular,https://sybase-powerdesigner.informer.com/,336 MB,https://sybase-powerdesigner.informer.com/download/?ca385ce,"June 26, 2024."
14070,roboscan_is_free.exe,a0ab4b1bab07b2142aa532d377057305,Roboscan Internet Security,Roboscan Internet Security keeps your computer safe from viruses and spyware.,most_popular,https://roboscan-internet-security.software.informer.com/,26.4 MB,http://www.roboscan.com/home/home_main.aspx,"June 27, 2024."
14071,masterpdfeditor-setup.exe,fe1caf4dea76e3ed4921f3eb330808f9,Master PDF Editor,"Create, edit, merge, annotate, and convert PDF documents.",most_popular,https://master-pdf-editor.software.informer.com/,29.5 MB,https://code-industry.net/masterpdfeditor,"June 12, 2024."
14072,lineage2installer.exe,9f7abd162e4c739275eed9fc41ed97c8,Lineage II,Journey through the transformed lands of Lineage II toward your own destiny.,most_popular,https://lineage-ii.software.informer.com/,4.8 MB,http://us.ncsoft.com/en,"June 26, 2024."
14073,twoo.exe,94b7cb8ea69953a3ca7e20ced3fcf56d,Twoo,Twoo keep you connected so you get instant notifications for all your messages.,most_popular,https://twoo.software.informer.com/,4.5 MB,https://twoo.software.informer.com/download/?ca625f0,"May 6, 2024."
14074,epmprodemo.exe,259c47c23ef08861a59577c33c1a1a2f,EASEUS Partition Master Professional,EASEUS Partition Master is an all-in-one disk partitioning tool.,most_popular,https://easeus-partition-master-professional.software.informer.com/,12.1 MB,https://easeus-partition-master-professional.software.informer.com/download/?ca31b03,"June 26, 2024."
14075,install_artrage_studiopro_demo.exe,165d7d5e1bd8a4a6c0e9e98bcfc0d6ae,ArtRage Studio,It’s ideal for anyone who wants to paint or draw on their computer.,most_popular,https://artrage-studio.software.informer.com/,50.6 MB,https://artrage-studio.software.informer.com/download/?cf1ef390,"April 16, 2024."
14076,nikcollection-full-1.2.11.exe,284059da2b8fbec24140d59cbd3017f3,Color Efex Pro Complete,Plug-in for image editing applications.,most_popular,https://color-efex-pro-complete.software.informer.com/,429 MB,https://color-efex-pro-complete.software.informer.com/download/?ca1a262d,"September 29, 2023."
14077,widgetsus.exe,df191dec3a45c2b8a0df9b02ad35b923,Yahoo! Widgets,Bring all the things you love right to your Windows or Mac desktop.,most_popular,https://yahoo-widgets.informer.com/,15.1 MB,https://yahoo-widgets.informer.com/download/?ca1a1c2e,"May 24, 2024."
14078,isorecorder31x86.msi,82c8227da32b046e8b353701ad829a35,ISO Recorder,It lets you burn ISO images to disc and create ISOs from discs.,most_popular,https://iso-recorder.informer.com/,771 KB,https://iso-recorder.informer.com/download/?caab25e,"May 21, 2024."
14079,hpdesignjetutility_setup.exe,3ab65bf5dbdc9284cd60c1a4158e90f5,HP Designjet Utility,"Finds HP printers and keeps the user informed about the consumables, etc.",most_popular,https://hp-designjet-utility.software.informer.com/,21.9 MB,https://hp-designjet-utility.software.informer.com/download/?ca19d6f3,"May 26, 2024."
14080,setup7stickynotesv19.exe,46d90f815165bef65e70e7bf1f3b143d,7 Sticky Notes,Keep reminding notes and set alarms.,most_popular,https://7-sticky-notes.informer.com/,5.9 MB,https://7-sticky-notes.informer.com/download/?ca601f0,"March 15, 2024."
14081,cutedj.exe,0bc7d479ebbeedcc524ffabadf0330c2,CuteDJ,"A DJ mixer with support of music, karaoke and videos.",most_popular,https://cutedj.informer.com/,9.5 MB,https://cutedj.informer.com/download/?ca1a37bb,"May 10, 2024."
14082,native_access_installer.zip,cdc3b6115810dbc713ff4a5b6b9d37ce,Native Instruments Native,"Download, install, and update your Native software products.",most_popular,https://native-instruments-native-access.software.informer.com/,68.7 MB,https://native-instruments-native-access.software.informer.com/download/?ca1ae41b,"February 19, 2024."
14084,setuprepetierhost_1_6_0.exe,761ac8972a48c10f9e7f6dd32c4e6a06,Repetier-Host,Free app that allows you to control your 3D printer.,most_popular,https://repetier-host1.software.informer.com/,29.7 MB,https://repetier-host1.software.informer.com/download/?ca111b0a,"May 9, 2024."
14085,ezcast_win2.5.0.64.exe,f31ab1f41473de144e6ad34cd95944ab,ezCast,Displays Windows embedded PC and Notebook wirelessly via EZCast devices.,most_popular,https://ezcast.software.informer.com/,80.9 MB,https://ezcast.software.informer.com/download/?ca1a7eb3,"June 30, 2024."
14086,handycafe_filter_v4.exe,c087a0267374a087fd0f13ce9677d824,HandyCafe Firewall & Filtering,It enables you to protect your computer against Internet threats.,most_popular,https://handycafe-firewall.software.informer.com/,18.4 MB,https://handycafe-firewall.software.informer.com/download/?cada361,"June 27, 2024."
14087,stagelight_4.0.4_installer.exe,a22060f25c6d37e8edef100487535be2,StageLight,"Create multi-track songs using drums, instrumental, and vocal tracks.",most_popular,https://stagelight.informer.com/,224 MB,https://stagelight.informer.com/download/?ca1ad9ec,"September 26, 2023."
14088,epresentationpluginsetup_v2.00.2008.zip,004c0c47b3c9f2b8f811ea1fe3fc11ce,Acer ePresentation Management,ePresentation between Notebook LCD Only and Notebook LCD + External Display.,most_popular,https://acer-epresentation-management.software.informer.com/,3 MB,https://acer-epresentation-management.software.informer.com/download/?ca26f27,"May 24, 2024."
14089,blueftp_setup.exe,234fbb5bf04f7113dcdf118495d44f4d,Bluetooth OBEX File Transfer,It can manage files of your OBEX device.,most_popular,https://bluetooth-obex-file-transfer.software.informer.com/,863 KB,https://bluetooth-obex-file-transfer.software.informer.com/download/?ca56791,"June 30, 2024."
14090,setup.exe,594072a3a1edb3935785f7f0b56cbbec,Adobe Playpanel,It lets you quickly access your favorite games and discover new ones.,most_popular,https://adobe-playpanel.software.informer.com/,7.7 MB,https://adobe-playpanel.software.informer.com/download/?cac3b8a,"May 23, 2024."
14091,pps5200_emea_20100210.zip,093287947c52445ccf43c0fbdfcbb23b,Philips Product Selector,,most_popular,https://philips-product-selector.software.informer.com/,96.8 MB,https://philips-product-selector.software.informer.com/download/?caba421,"May 18, 2024."
14092,setupexpertgps.exe,745195aaa918069a9f5c4bdad5bd6c9d,ExpertGPS,"Plan your trips using accurate GPS maps, with the help of GPS receivers.",most_popular,https://expertgps.informer.com/,13.1 MB,http://www.expertgps.com/default.asp,"September 17, 2023."
14093,corelpainter12_tbyb_en.exe,d3a37765e7669ca3266666decbecfa46,Corel Painter,Draw paintings using digital art brushes on tablets.,most_popular,https://corel-painter.software.informer.com/,388 MB,https://corel-painter.software.informer.com/download/?ca29181,"July 5, 2023."
14094,g2rb10ww_64.exe,190b46f1475d7f3620cc6f4bc9246df2,RapidBoot Shield,A utility that reduces the boot complete time of PC running Windows 7 OS.,most_popular,https://rapidboot-shield.software.informer.com/,12.8 MB,http://support.lenovo.com/en_US/downloads/detail.page?DocID=DS030252,"March 14, 2024."
14095,reflector3.0.1-64.msi,f79a05e6481aa026b999935cbf12d18c,Reflector,Mirror your device screen on your personal computer desktop.,most_popular,https://reflector1.software.informer.com/,94.8 MB,https://reflector1.software.informer.com/download/?ca1a7399,"June 26, 2024."
14096,spider_player_2.5.3_setup.exe,2d02df921dbfa118116f6ad927a34c0c,Spider Player,It can process sound with double precision internally.,most_popular,https://spider-player.informer.com/,3.4 MB,https://spider-player.informer.com/download/?ca3b31b,"June 24, 2024."
14097,easetup.msi,94d64a91e1b5b3b3c7d0b136aba115ab,Enterprise Architect,Help your teams build robust and maintainable systems.,most_popular,https://enterprise-architect.informer.com/,218 MB,https://enterprise-architect.informer.com/download/?ca2d7ec0,"September 15, 2023."
14098,setpoint6.65.62_smart.exe,bbedaeab872824b2ef8ff5630cc77880,SetPoint,"It lets you customize your mouse buttons, keyboard F-keys and hot-keys, etc.",most_popular,https://setpoint.software.informer.com/,3.5 MB,https://setpoint.software.informer.com/download/?caa56ba,"June 21, 2024."
14099,beamng-techdemo-0.3-setup.exe,1dca132ddefba994c7d5348668bc14c1,BeamNG.drive,"Rrealistic, immersive driving game offering near-limitless possibilities.",most_popular,https://beamng-drive1.software.informer.com/,94.3 MB,https://beamng-drive1.software.informer.com/download/?ca63dd8,"October 19, 2023."
14100,synologyassistantsetup-5.2-5566.exe,89250579f6c3428f89caa71b15001d58,Synology Assistant,Search for Synology DiskStations in the local area network.,most_popular,https://synology-assistant.software.informer.com/,8.4 MB,https://synology-assistant.software.informer.com/download/?ca311a39,"May 8, 2024."
14101,portraitprotrialsetup64.exe,b1471d208a9f1d35b90597bff2fda931,Portrait Professional,Enhance and improve your photos and turn them into perfect portraits.,most_popular,https://portrait-professional.software.informer.com/,451 MB,https://portrait-professional.software.informer.com/download/?ca29c686,"June 6, 2024."
14102,stickypassword_rev82214.exe,b1c991f65f550bd22ac98d1823c92c7c,Sticky Password,"Store and auto-fill login IDs, passwords, addresses, and credit card numbers.",most_popular,https://sticky-password.informer.com/,45.4 MB,https://sticky-password.informer.com/download/?ca1b0d18,"April 20, 2024."
14103,duktor6-setup.exe,e2cc23bb317038a7fbd99e4be8743579,Dukto,"Transfer data between devices, independently of their operating system.",most_popular,https://dukto-r6.software.informer.com/,7.5 MB,https://dukto-r6.software.informer.com/download/?cab4586,"May 21, 2024."
14104,mindmaster.exe,04e4493d306149ce2ce1ea30d9bd7ae9,EDraw Mind Map,Creates mind maps based on rich examples and templates.,most_popular,https://edraw-mind-map.software.informer.com/,96.9 MB,http://www.edrawsoft.com/freemind.php,"May 24, 2023."
14105,wjssetup.exe,bf31a5867847c4590878f736d81ba877,Wise JetSearch,Search files and folders in various formats on local drives and removable drives.,most_popular,https://wise-jetsearch.informer.com/,5.9 MB,https://wise-jetsearch.informer.com/download/?ca2b0bca,"March 1, 2023."
14106,alldupsetup.zip,6172a162082e9c63d643035a98e777d8,AllDup,Search and remove duplicate files from your computer.,most_popular,https://alldup.software.informer.com/,21 MB,http://www.alldup.de/alldup_help/alldup.php,"May 29, 2024."
14107,morphvoxjunior_install-1.exe,5be92593f6d10f118aa536af777d7386,MorphVOX Junior,It is a free program that will modify your voice to match your personality.,most_popular,https://morphvox-junior.software.informer.com/,3.4 MB,https://morphvox-junior.software.informer.com/download/?ca328fba,"June 21, 2024."
14109,gambitchess.exe,b12bb062a152db1ad779452329d0ae36,Gambit Chess,Chess simulator with advanced features,most_popular,https://gambit-chess.software.informer.com/,16.2 MB,https://gambit-chess.software.informer.com/download/?ca15db7d,"June 18, 2024."
14110,capture_screenshot_lite_setup.zip,b78499b54f3dd386b3fe1ac943b17455,Capture Screenshot lite,Alternative to the Windows Snipping tool.,most_popular,https://capture-screenshot-lite.software.informer.com/,1.3 MB,https://capture-screenshot-lite.software.informer.com/download/?cf1dd8ad,"June 30, 2024."
14112,crysis_patch_1_2.exe,20f06b9cb6a2e71363a7b245b7c15ab9,Crysis 2,In Crysis 2 the player assumes the role of a Force Recon Marine called Alcatraz.,most_popular,https://crysis-2-tm.software.informer.com/,361 MB,https://crysis-2-tm.software.informer.com/download/?ca28e56,"March 1, 2023."
14114,undelete-360-setup.exe,9e4701a85b2467f7e5acea94ff9e2751,Undelete 360,Tool that recovers deleted files.,most_popular,https://undelete-360.software.informer.com/,2.8 MB,https://undelete-360.software.informer.com/download/?cf1edd29,"June 29, 2024."
14115,hs7setup.exe,8b800af8989ccc3563cdae2d2939129b,HyperSnap,Take shots from your computer screen in multiple ways.,most_popular,https://hypersnap.informer.com/,8.2 MB,https://hypersnap.informer.com/download/?ca29066,"July 5, 2023."
14116,tv.exe,8747dc582ca55b19da2131930dbb1ccd,TVexe TV HD,It lets you watch over thousand live worldwide TV channels.,most_popular,https://tvexe-tv-hd.software.informer.com/,634 KB,https://tvexe-tv-hd.software.informer.com/download/?ca173d1e,"June 10, 2024."
14117,purevpn_setup.exe,a3229933ec53ac6118128770a90e3087,PureVPN,Access secure and surveillance-free Internet using encrypted VPN servers.,most_popular,https://purevpn.informer.com/,39.5 MB,https://www.purevpn.com/vpn-software-for-windows.php,"November 13, 2023."
14118,enetmanagement_acer_v2.6.4304_vista_sp1_.zip,ed0a85376c32864e0dee7ee3a045f75c,Acer eNet Management,Acer eNet Management Current Profile and Network Information,most_popular,https://acer-enet-management.informer.com/,9.4 MB,https://acer-enet-management.informer.com/download/?ca5977a,"May 24, 2024."
14119,gtm139le_eng.exe,4bf83b5dcf57fa4c9739624bf48eaac7,GPS TrackMaker,It is the most complete free program for GPS devices.,most_popular,https://gps-trackmaker.software.informer.com/,55 MB,https://gps-trackmaker.software.informer.com/download/?ca87902,"October 22, 2023."
14121,sketchdrawer.exe,41cf01e1bb741a2a3825d1bd8b20f13c,Sketch Drawer,Transform your digital photos into pencil sketches in just a few steps.,most_popular,https://sketch-drawer.informer.com/,59 MB,http://www.softorbits.com/photo-to-sketch-converter/,"April 18, 2024."
14122,esuite_win_full.zip,e70abb14e5e49f5da196123ab409b1ca,Effects Suite,It gives you creative freedom and your work a truly professional appeal.,most_popular,https://effects-suite-64-bit.software.informer.com/,178 MB,https://effects-suite-64-bit.software.informer.com/download/?cae18bb,"April 26, 2024."
14123,loilogamerecorder1.1.0.1.exe,bb0a629021c59cfe43cc59b5cc085fa9,LoiLo Game Recorder,Record and share game walkthroughs on your Windows computer.,most_popular,https://loilo-game-recorder.software.informer.com/,71.3 MB,https://loilo-game-recorder.software.informer.com/download/?ca1a4f44,"September 24, 2023."
14124,iphonebackupextractor-latest.exe,b06266a9211b5295b0efac81c1007eac,iPhone Backup Extractor,Restore your lost iPhone data with minimum effort.,most_popular,https://iphone-backup-extractor.software.informer.com/,21.5 MB,http://www.iphonebackupextractor.com,"May 28, 2024."
14125,emsisoftantimalwaresetup.exe,97b77a2777919665164ee737f4d038b4,Emsisoft Anti-Malware,Scan and remove malware and enable real-time protection.,most_popular,https://emsisoft-anti-malware.software.informer.com/,3.1 MB,https://emsisoft-anti-malware.software.informer.com/download/?ca372249,"June 20, 2024."
14126,soundorganizerinstaller_v2003.exe,50114b6009d18c686fd16d4bbdda80de,Sound Organizer,It is a program designed to manage the files recorded with a Sony IC recorder.,most_popular,https://sound-organizer.software.informer.com/,78.7 MB,https://www.sony.co.uk/electronics/support/downloads/Z0005619,"June 25, 2024."
14127,cuteftp.exe,fedc847cd04ceff9c720aadd7063826b,CuteFTP,Automate file transfer and synchronization operations using scripts.,most_popular,https://cuteftp.software.informer.com/,19.5 MB,https://cuteftp.software.informer.com/download/?ca31191c,"June 9, 2024."
14128,intel_ssd_toolbox_--_v3.5.11.zip,4047414fd53c0cd7c0a8218003cffe26,Intel SSD Toolbox,The Intel Solid-State Drive Toolbox is drive management software.,most_popular,https://intel-ssd-toolbox.software.informer.com/,80.9 MB,https://intel-ssd-toolbox.software.informer.com/download/?ca1b0821,"July 3, 2024."
14129,keyscrambler_setup.exe,d045d3c450acdef9c5538fd011c75589,KeyScrambler,It heps you avoid data theft in your system by encrypting your keystrokes.,most_popular,https://keyscrambler.software.informer.com/,1.7 MB,https://keyscrambler.software.informer.com/download/?cf1dfb92,"May 11, 2024."
14130,adobeextendscripttoolkit2.0.2all.zip,94b1f418d939458faf7df86a39f71022,Adobe ExtendScript Toolkit,The ExtendScript Toolkit (ESTK) 3.5 is a development and debugging tool.,most_popular,https://adobe-extendscript-toolkit.software.informer.com/,28.6 MB,https://adobe-extendscript-toolkit.software.informer.com/download/?ca6f38,"May 2, 2024."
14131,prtg_installer.exe,c133d6d107b6273890a3764011be1017,PRTG Network Monitor,Monitor your network devices and applications in real-time.,most_popular,https://prtg-network-monitor.informer.com/,347 MB,https://prtg-network-monitor.informer.com/download/?ca36e086,"June 2, 2024."
14132,loggerpro3_8_4_demo.exe,c8d8ceb7b4aef8b1efcb3c4ce69cdab3,Logger Pro,It is a data-collection and analysis software for Windows and Mac computers.,most_popular,https://logger-pro.informer.com/,96.7 MB,https://logger-pro.informer.com/download/?ca3fce9,"May 21, 2024."
14133,newbluemotionblendsforwindowssetup24.exe,42553fe74f02a16796b35c9b57d18567,NewBlue Motion Blends,Introduce refreshing new ways to move your imagery and keep your viewer engaged,most_popular,https://newblue-motion-blends-for-windows.software.informer.com/,34.9 MB,https://newblue-motion-blends-for-windows.software.informer.com/download/?ca2a018,"October 15, 2023."
14134,avid_hd_driver_10_installer_73495.zip,907d73322a28b74e97c8668d33842ef4,Avid HD Driver,It includes drivers to be use with Pro Tools|HD Native and HD Accel hardware.,most_popular,https://avid-hd-driver.software.informer.com/,104 MB,https://avid-hd-driver.software.informer.com/download/?ca5bb11,"May 15, 2024."
14135,phonerescue-install-en-setup.exe,e6a57d341422bfe4047bc9b5b39537b0,PhoneRescue,"Recover contacts, files, and other data from iOS and Android mobile devices.",most_popular,https://phonerescue.informer.com/,2.9 MB,https://phonerescue.informer.com/download/?cf1d8c8f,"September 15, 2023."
14136,carbonsetup.msi,ff932181fa42ca554e860842a2655fb3,Helium,This program is a PC Helium Desktop Installer for the Android application.,most_popular,https://helium.software.informer.com/,10.5 MB,https://helium.software.informer.com/download/?ca6910e,"May 24, 2024."
14137,install_waves_central.exe,5cc7ed409fb6159b9c34cfb454c45a6d,Waves Central,Install and activate the latest version of Waves products.,most_popular,https://waves-central.software.informer.com/,93.9 MB,https://waves-central.software.informer.com/download/?ca135034,"July 2, 2024."
14138,hppsdr.exe,e968720958f87cf02556d28a7a31a8ec,HP Scanjet G2710,,most_popular,https://hp-scanjet-g2710.software.informer.com/,6.4 MB,https://hp-scanjet-g2710.software.informer.com/download/?caba1e4,"May 1, 2024."
14139,inspiration9_win_trial.exe,e4ee3975d33692fed71b27592be5f59b,Inspiration,"Organize your ideas visually as diagrams, maps, and text outlines.",most_popular,https://inspiration.informer.com/,171 MB,https://inspiration.informer.com/download/?ca1a300c,"November 14, 2023."
14140,extremecopy-2.3.1-pro-32bits.zip,f7ad9170d7a418505c5398f2a6a6fd62,ExtremeCopy,With this program the users can copy and/or move files extremely fast.,most_popular,https://extremecopy.informer.com/,3.5 MB,https://extremecopy.informer.com/download/?ca5ba80,"May 2, 2024."
14141,trainingcenter_365.exe,c2a21b28faf7b3a1e9369549f7323003,Garmin Training Center,Track and analyze your fitness activities with Garmin Training Center.,most_popular,https://garmin-training-center.software.informer.com/,40.8 MB,https://garmin-training-center.software.informer.com/download/?ca1e90a,"May 21, 2024."
14142,setup-converterlite-1.6.3.exe,c2fca3713c249390f6c154009f1dec40,ConverterLite,Simple and free audio and video conversion tool for all the most common formats.,most_popular,https://converterlite.software.informer.com/,16.3 MB,https://converterlite.software.informer.com/download/?ca5c6f7,"November 12, 2023."
14143,bananabugssetup.exe,6c3d68ce2b507e51f98c3d374e0668b7,Banana Bugs,It is an entertaining arcade game inspired by the likes of the old Qix game.,most_popular,https://banana-bugs.software.informer.com/,78.5 MB,https://banana-bugs.software.informer.com/download/?ca9e327,"July 9, 2024."
14144,setup-network-utilities.exe,6657682ffb99842d63d7a532447f248a,Port Forward Network Utilities,A handy suite of network tools to help get your ports forwarded.,most_popular,https://port-forward-network-utilities.software.informer.com/,5.1 MB,https://port-forward-network-utilities.software.informer.com/download/?ca1be8db,"April 8, 2024."
14145,music_maker_14_us.exe,3454aa4b023b1aa41e78d97d04d33066,MAGIX Music Maker,The original for making music - now completely free!,most_popular,https://magix-music-maker.informer.com/,86.1 MB,https://magix-music-maker.informer.com/download/?ca7247,"March 7, 2023."
14146,phnv15en2.exe,53dea8df1d0f66dd9487b9794234dd33,Digital Photo Navigator,,most_popular,https://digital-photo-navigator.software.informer.com/,5.7 MB,http://www.jvc.com,"June 30, 2024."
14148,eanimatesetup.exe,7b42e71479bdfe490c26e903bec9422f,Express Animate,Create motion animations and also add animations to your videos.,most_popular,https://express-animate.informer.com/,2 MB,https://express-animate.informer.com/download/?ca345771,"September 25, 2023."
14149,openproj-1.4-2.noarch.rpm,6a4945cfde39e50e85f2103c2594c098,OpenProj,Open source desktop project management application.,most_popular,https://openproj.software.informer.com/,6.2 MB,https://openproj.software.informer.com/download/?ca1a17a6,"May 28, 2024."
14150,imyfone-remove-phone-lock_setup.exe,e6d90da36bf21288161e619889c433ba,iMyFone LockWiper,Remove the screen or Google lock from your Android phone.,most_popular,https://imyfone-lockwiper-android.software.informer.com/,707 KB,https://imyfone-lockwiper-android.software.informer.com/download/?ca1de1bd,"May 27, 2024."
14151,cool-android-assistant.exe,2e1939d7aeb463379186524070f9dcc6,Coolmuster Android Assistant,Backup and data management solution for Android devices.,most_popular,https://coolmuster-android-assistant.software.informer.com/,24 MB,http://www.coolmuster.com/android-assistant.html,"June 10, 2024."
14152,setuprynga.exe,530f8de9e0aaaf9468ac5f997c54b262,Rynga,Rynga provides you with the cheapest international calling rates available!,most_popular,https://rynga.informer.com/,5.1 MB,https://rynga.informer.com/download/?ca165f2,"June 28, 2024."
14153,firealpaca32_setup_2_1_21.exe,c880ccb35da0f123c7e17cbdc0a1e43c,FireAlpaca,Create and draw digital illustrations using simple tools and controls.,most_popular,https://firealpaca.software.informer.com/,26.8 MB,https://firealpaca.software.informer.com/download/?cf1f0f6e,"May 17, 2024."
14154,collagemaker3.8.msi,3ff7a71663d351ac8a675ca2542780fc,Collage Maker,Intended to create photo collages.,most_popular,https://collage-maker.informer.com/,26.2 MB,http://www.galleriasoftware.com/collagemaker/CollageMakerInfo.htm,"April 19, 2023."
